model,ADE,FDE,RMSE,MAE,MSE,hidden_dim,num_layers,dropout,lr,batch_size,fitness_rmse
PSO_LSTM,1.8223490715026855,2.048780918121338,1.4770569801330566,1.166285514831543,2.181697368621826,192,1,0.2,0.001,64,1.475619912147522
