model,ADE,FDE,RMSE,MAE,MSE,hidden_dim,num_layers,dropout,lr,batch_size,lambda_phy,fitness_rmse
PSO_PI_LSTM,1.796688199043274,1.9772807359695435,1.4695698022842407,1.1471647024154663,2.159635305404663,96,1,0.2,0.001,64,0.02,1.462896466255188
