epoch,train_total,train_pos,train_current,train_smooth,val_total,val_pos,val_current,val_smooth
34,0.16537947636756345,0.10243837910705472,0.6293716552686988,0.0003930349446672611,0.1639325575362081,0.09992004471067069,0.6401040172507797,0.0002110174344363285
35,0.16544276109442702,0.10243876756187799,0.630000856021423,0.00039067582248596334,0.16320938563174095,0.09995496180005696,0.6325019538920859,0.0004227451208803425
36,0.16541372101376023,0.10243873912059002,0.6297102286603387,0.00039579072172655176,0.16382523932664292,0.10026713432695554,0.6355465158034062,0.00034522518577000154
37,0.1652078015399522,0.10243737237682994,0.6276642400295345,0.00040040124568743073,0.16312816050778264,0.0999806920575059,0.6314373703486678,0.00037302633339161243
38,0.1655391772973118,0.10243785787147025,0.6309781079173828,0.0003507487985539765,0.16334717104918714,0.10026659867469816,0.6307658250711966,0.00039891228052463544
39,0.16518608015886746,0.10244022539720772,0.6274155454408554,0.0004299205917046515,0.16271108135105908,0.1001422653120497,0.6256425739647685,0.0004557608594726501
40,0.16534916261535748,0.1024385645462366,0.6290639629521972,0.000420053844192638,0.16315145637678063,0.09994239948970685,0.6320448883374532,0.0004566713408432037
41,0.1652114649122546,0.102437143943448,0.6276995027692175,0.00043695463623232586,0.1625925561276035,0.10004148295392161,0.625471323704374,0.00039397274305288124
42,0.16526569006482514,0.10243982582186073,0.628216045188114,0.00042586489427472244,0.1628620194023934,0.09995016596282738,0.6290754649604576,0.0004305633471981771
43,0.16521402316236594,0.10243694737374659,0.6277285608011249,0.00042187423713015506,0.16250872513867806,0.10029153307970019,0.62212180599959,0.0005010501137104533
44,0.16530462982713806,0.10243831045472103,0.6286220577607243,0.0004112387101029048,0.1626366198166557,0.09995713962420173,0.6267476264151974,0.0004716184397997416
45,0.16527022051021426,0.10243550724901768,0.6283045163904905,0.00042605264461261855,0.1633110339589741,0.10025466974144397,0.6305170922002931,0.0004653630037319617
46,0.16518384318050638,0.10243752346004265,0.6274202492014962,0.00042936537247131857,0.16346533570773358,0.10013154582009799,0.6333036788097326,0.00034207957922278537
47,0.16519592103898895,0.10243834840042004,0.62753429195254,0.0004142264878694508,0.16293455961476203,0.10035108045736948,0.6257872776155886,0.00047500755116883394
48,0.16512336758278912,0.10243883289881128,0.6268014679547422,0.00043867172216456655,0.16328524686979212,0.09998308115679284,0.632983019510905,0.00038624515804880556
49,0.16502590975257922,0.10243821625544171,0.6258311129040847,0.0004581189408457759,0.1635666131403135,0.10019774847013363,0.6336513596824978,0.0003727371747119595
50,0.16523350744267182,0.10243807731750836,0.6279115152270157,0.00042775113376264325,0.16304534248683764,0.10013087199736333,0.6291030635280885,0.0004163041592211179
