model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_x,Current_Corr_y,Bias_RMSE,Bias_MAE,Bias_MSE,Bias_Corr_x,Bias_Corr_y,DatasetPI_RMSE,DatasetPI_MAE,DatasetPI_MSE,hidden_dim,dropout,lr,batch_size,alpha_cur,alpha_bias,alpha_pi,beta_smooth,fitness_val_total,final_epochs
PSO_BCPI_LSTM,6.841829776763916,8.227302551269531,6.695313453674316,4.2828545570373535,44.82722091674805,0.14908325672149658,0.09446822106838226,0.022225815802812576,0.9020962938780409,0.9020593886378115,6.45581579208374,3.989433526992798,41.67755889892578,0.9775708914874016,0.779277058659777,0.6223515272140503,0.420414537191391,0.387321412563324,192,0.1,0.001,64,0.2,0.1,0.005,0.01,0.17229507339000702,30
