model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_cx,Current_Corr_cy,hidden_dim,lr,batch_size,alpha_cur,beta_smooth,epochs
LSTM_TrueCurrent_Integral,40.64588165283203,40.78235626220703,30.193334579467773,26.361095428466797,911.637451171875,0.1530102789402008,0.10251860320568085,0.023412145674228668,0.8963635457275501,0.900288327858922,128,0.001,128,0.1,0.01,50
