model,ADE,FDE,RMSE,MAE,MSE,hidden_dim,num_layers,dropout,lr,batch_size,fitness_rmse
PSO_LSTM,7.868618011474609,8.109872817993164,6.7707390785217285,4.943480968475342,45.8429069519043,256,1,0.2,0.001,64,7.493321418762207
