model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_cx,Current_Corr_cy,hidden_dim,lr,batch_size,alpha_cur,beta_smooth,epochs
RNN_TrueCurrent_Integral,40.6292724609375,40.7363166809082,30.192649841308594,26.360591888427734,911.5961303710938,0.24851636588573456,0.21104194223880768,0.06176038086414337,0.7523090633183941,0.5662770431558346,128,0.001,128,0.1,0.01,50
