model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_x,Current_Corr_y,Bias_RMSE,Bias_MAE,Bias_MSE,Bias_Corr_x,Bias_Corr_y,DatasetPI_RMSE,DatasetPI_MAE,DatasetPI_MSE,hidden_dim,dropout,lr,batch_size,alpha_cur,alpha_bias,alpha_pi,beta_smooth,fitness_ade_fde,final_epochs
PSO_BCPI_LSTM_ADEFDE,6.706619739532471,7.318431377410889,6.253674507141113,4.2047343254089355,39.10844421386719,0.3200569748878479,0.22746752202510834,0.10243646800518036,0.6107666841641516,0.6910944265297172,6.116124629974365,4.063259601593018,37.406978607177734,0.9789819684026589,0.8025041036122202,0.4424618184566498,0.3039294481277466,0.1957724690437317,64,0.0,0.001,64,0.05,0.2,0.05,0.005,13.430447578430176,30
