epoch,train_total,train_pos,train_current,train_bias,train_pi,train_smooth,val_total,val_pos,val_current,val_bias,val_pi,val_smooth
1,0.19626929428389847,0.006012150621438866,0.6850764574718278,0.26814299942296976,3.405324947238709,0.0014398069081145413,0.18549199640578118,0.005994344624596229,0.6070757093705993,0.2690245029386403,3.248542646104011,0.0014326422403742006
2,0.14675915560589073,0.0047156273158996,0.3884307121070522,0.2086062887314684,3.0729664574696165,0.0019870006697595612,0.14340386735874674,0.004931518756244602,0.3409428991856782,0.2233106628002032,2.9847030033719713,0.002186611637392122
3,0.1283591502827147,0.0039160940339036795,0.3087236266259574,0.16999119157820755,2.977435904417966,0.002373730859512899,0.13940288763115372,0.004784199029909096,0.32003133823215096,0.2144854060679242,2.984670981807985,0.002505367865623987
4,0.12090061075618301,0.0034876369823611053,0.28630323490148746,0.1489083947575117,2.948744221207518,0.002608722566466925,0.13931342529213947,0.004883604578430886,0.3157213756277941,0.21871613580938698,2.9543555250858917,0.002734571910854699
5,0.1153367920287154,0.003142646870411948,0.2718380838985522,0.13183727078975851,2.9307691328550223,0.002750040894362682,0.1421157474414162,0.00510230563879283,0.31351506262240203,0.23067107058867165,2.9749724633590033,0.002827228980327862
6,0.110836142627102,0.0028590859458482907,0.2602615227807876,0.11781518547949583,2.917966972145728,0.0028528422185453138,0.1419386782127878,0.00509831292103922,0.3098255289119223,0.23066094718527966,2.984855780836465,0.002850727864284662
7,0.10741907698779866,0.0026421750958191374,0.25174560341282165,0.10699649044581329,2.9086901492440678,0.002924099698415948,0.14175670652804168,0.005117675783747024,0.3115641306621441,0.23114455186651237,2.961221378658129,0.002927947115423023
8,0.10458321064266358,0.002466644908075932,0.24434752808964771,0.09825491550324127,2.9000473200559123,0.002988402419632945,0.14283354239878449,0.005157278806659515,0.31767940802850586,0.23293384993335475,2.9645979582192243,0.0029593924053715193
9,0.10231812605736912,0.0023245266575875304,0.23836601274156669,0.09130960314392303,2.8932346362238346,0.003038541121242518,0.14381298908979998,0.005224222852308573,0.3191025223835655,0.23734701764821142,2.9589331747967265,0.0030446704875515857
10,0.10017286990592199,0.002195169743566965,0.23233905360985,0.08497825248320404,2.885860537795547,0.0030934196355488484,0.14334014850077423,0.005284090474760835,0.30942404550745867,0.23912808553032253,2.9629035363681075,0.0029965694218981958
11,0.0986670660111228,0.0021049488466406553,0.2281680889768877,0.08052451064362043,2.8804542427102477,0.0031321933625832847,0.14435443502232648,0.0053860596873918955,0.3074502058374709,0.2443205436198176,2.9664135825115703,0.003097402955094973
12,0.0972925360780325,0.00202328897715309,0.2244439322713986,0.07642009126893234,2.875459085006398,0.003165451451071671,0.14350932862102123,0.005336132858420952,0.3051116993945578,0.2420755090735097,2.9608164046467214,0.003059598318206659
13,0.09613166887234456,0.001956409266087425,0.22102395350296306,0.07315363500873495,2.8705091189982728,0.0031955629420808013,0.14313074449870897,0.005332651328538423,0.3023345684659654,0.24119661997085895,2.9646821244834127,0.003166992213577032
14,0.09530449947252037,0.0019078144057910295,0.21841188072245066,0.0708183251671169,2.8679799525693337,0.0032233561951566805,0.14337530627457992,0.005304462566242917,0.30784022269041644,0.24126368277044832,2.950090491142826,0.003227524586777756
15,0.09414233006700472,0.0018389643085291358,0.2151169079004114,0.06747767858524994,2.8631780977150423,0.0032578042804053357,0.14467693006819574,0.00541733351185162,0.3071209465386211,0.2459774691881477,2.9660130505216293,0.003174726689180386
16,0.0936543547418547,0.0018098564756779659,0.2136960455073086,0.06608005051793026,2.8613083783933586,0.0032716748464667465,0.1431897140758625,0.005302567112421536,0.3033300169792728,0.24094417911163274,2.966649565047112,0.0032317861528338297
17,0.0927994291753996,0.0017596384305256277,0.21108159447308653,0.06368390086681947,2.8580905242035355,0.003304135245859129,0.14399705471508745,0.005368530535071656,0.3077326454839845,0.24407215412285016,2.9504177005601964,0.0032474394226041825
18,0.09173346823034326,0.001696412501596377,0.20805073599415536,0.06059627988718558,2.8539676326885974,0.0033374192340503875,0.14675647387988325,0.005516080732484335,0.31269882542154065,0.25097778108327284,2.98709474486199,0.0033059565808246103
19,0.09153578722896537,0.0016833996741664181,0.20763824838214778,0.05998595174783012,2.8528949853253414,0.0033473382829293206,0.1466120695238528,0.00562086611000848,0.30959991417760435,0.25444644717235065,2.9555020963696466,0.003188003583500783
20,0.09107797846488083,0.001661125907516319,0.20591578133481384,0.05894160884297906,2.850161543397923,0.0033722402108004065,0.14526002177984818,0.00547031922078273,0.30635646524982174,0.24920343894587046,2.9639926584768985,0.0033514866097357826
21,0.09045637147853587,0.0016254528073678814,0.2040009029333636,0.0571553556092901,2.8482930615308617,0.003389674942296453,0.1447907252588134,0.0054403077248159955,0.3048012575826783,0.24853271926831508,2.956466412530429,0.003441984297302754
22,0.08994267003901503,0.001594715912003016,0.20253481242400026,0.055734799151094805,2.845669822325618,0.0034117390652482183,0.14419762250651483,0.005401910794439955,0.30386032306284144,0.24516315216625081,2.967192221931789,0.0033204209124804407
23,0.08960846630793921,0.0015756284554197797,0.20139140377676512,0.05490353828298379,2.8439349700540735,0.003429110222663846,0.14753653956150664,0.005688040055037625,0.30699815561460414,0.2599691548427378,2.95607271487471,0.0033398006874798
24,0.08904004580831429,0.0015446050877241306,0.1996942669975091,0.053365216295294636,2.8409233214020975,0.003450497908984344,0.14748796839990477,0.005596626073014045,0.3135635790548463,0.2563492754060721,2.961538179591082,0.0034365767877063027
25,0.08897986889934441,0.0015417031965239694,0.1992751042768822,0.05330197537241515,2.840781424330875,0.0034632369188156062,0.14607881204632744,0.0055055411472457695,0.3127120008745055,0.25064965399732625,2.956928881050884,0.003356246665228104
26,0.08861455727586094,0.0015224642110005114,0.1981836145736169,0.05229649725272542,2.838981778233688,0.003479730505689084,0.14510218690098195,0.0054674555709774515,0.3060843463980633,0.24915915136158034,2.9580144995537356,0.003417636068456847
27,0.08814960887330907,0.0014930368495900685,0.19677929987349618,0.05093657755580255,2.8378206725545057,0.003491377269602371,0.14619567834121594,0.0055837589331727095,0.30124452451692113,0.25578862465756097,2.964760240416596,0.003453697365290229
28,0.08806370520764503,0.0014899705250498764,0.196426214870212,0.05078654666963818,2.836937151950339,0.0035061464995785963,0.1455724808962449,0.005487720785945978,0.3074253215582474,0.24940126652119385,2.9714059244238813,0.003385631473519016
29,0.087647627830999,0.0014658978322586412,0.1951894887572243,0.04966382979976464,2.8347394738720566,0.003522642190670344,0.14732550735404526,0.005643119313349218,0.30894515098350633,0.25833209716798605,2.95438672643468,0.003371857307014474
30,0.08749668977904763,0.001457742840306174,0.1946768507192347,0.04931801062458297,2.8336160228405434,0.0035339939589602546,0.14604857556025186,0.005579228778329232,0.30591487470571543,0.25399636101280004,2.952209203305452,0.003440272663409511
