model,ADE,FDE,RMSE,MAE,MSE,hidden_dim,num_layers,dropout,lr,batch_size,lambda_phy,fitness_rmse
PSO_PI_LSTM,7.974549293518066,8.242494583129883,6.855067729949951,5.02562952041626,46.9919548034668,256,1,0.1,0.001,64,0.02,7.4837799072265625
