model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_x,Current_Corr_y,Bias_RMSE,Bias_MAE,Bias_MSE,Bias_Corr_x,Bias_Corr_y,hidden_dim,lr,batch_size,alpha_cur,alpha_bias,beta_smooth,epochs
RNN_BIAS_CURRENT_INTEGRAL,8.269746780395508,9.335345268249512,7.035162925720215,5.2036566734313965,49.4935188293457,0.25171300768852234,0.21587379276752472,0.06335943937301636,0.7483161108113295,0.5300784894035161,6.795174598693848,4.996248245239258,46.174400329589844,0.972408931850734,0.7446670923672607,128,0.001,128,0.1,0.2,0.01,30
