model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_x,Current_Corr_y,Bias_RMSE,Bias_MAE,Bias_MSE,Bias_Corr_x,Bias_Corr_y,DatasetPI_RMSE,DatasetPI_MAE,DatasetPI_MSE,hidden_dim,lr,batch_size,alpha_cur,alpha_bias,alpha_pi,beta_smooth,epochs
LSTM_BIAS_CURRENT_PI_INTEGRAL,6.811333179473877,7.8708415031433105,6.377821922302246,4.270946502685547,40.676612854003906,0.1888001412153244,0.13826778531074524,0.035645492374897,0.8330580820897479,0.8633703229202577,6.168307781219482,4.044496059417725,38.04801940917969,0.9777801274993058,0.7972557198050665,0.5609699487686157,0.3836020529270172,0.31468725204467773,128,0.001,128,0.1,0.2,0.02,0.01,40
