model,ADE,FDE,RMSE,MAE,MSE,Current_RMSE,Current_MAE,Current_MSE,Current_Corr_x,Current_Corr_y,Bias_RMSE,Bias_MAE,Bias_MSE,Bias_Corr_x,Bias_Corr_y,hidden_dim,lr,batch_size,alpha_cur,alpha_bias,beta_smooth,epochs
LSTM_BIAS_CURRENT_INTEGRAL,6.828091144561768,8.224507331848145,6.470726490020752,4.282869815826416,41.87030029296875,0.1627923995256424,0.11642199754714966,0.02650136686861515,0.8817594494805862,0.8828588311050546,6.197758197784424,3.978626251220703,38.412208557128906,0.9781538488257512,0.7960048576455827,128,0.001,128,0.1,0.2,0.01,30
