model,ADE,FDE,RMSE,MAE,MSE,hidden_dim,num_layers,dropout,lr,batch_size,fitness_ade_fde
pso_lstm_adefde,8.033692359924316,8.281826972961426,6.923189163208008,5.054081916809082,47.93054962158203,64,2,0.1,0.001,128,13.789608478546143
